date,price,dev
1307514818,13,1
1307515181,13,1
1307543753,45,1
1307544254,30,1
1307553004,13,2
1307553443,45,2
1307559706,28,5
1307562883,28,3.57
1307576109,28,1.78
1307576980,28,0.65
1307576980,28.5,4.35
1307577487,28.5,2
1307577608,28.5,5
1307578813,28.5,2
1307581616,30,2
1307581616,29.8,3
1307581754,30,3
1307585625,31,1.61
1307585625,29.8,2
1307585835,29.8,1.8
1307586355,29.8,0.02
1307586807,29.25,1
1307586807,29.5,1
1307586852,29.75,1
1307586852,30,1
1307587226,26,3.88
1307590051,27,1
1307605431,26,4.38
1307625211,29,0.37
1307632029,25.90003,0.59
1307634881,30,1.2
1307638686,30,1.4
1307638984,30,0.6
1307639924,30,5.08
1307642939,30,1.72
1307642977,28.5,0.81
1307645776,29.99,2.8
1307647591,29.99,0.53
1307647591,28.7,5.43
1307650810,28.9,8
1307651736,28.6,0.7
1307651740,28.6,1
1307657075,29,0.4
1307657361,29,2
1307657712,29,0.89
1307657712,28.51,0.32
1307659309,28.1101,1
1307662202,28.2,1
1307664382,28.22,2.13
1307665544,28.22002,2
1307666063,28.223,0.28
1307670314,29.49,1.6
1307670822,29.49,0.4
1307670886,29.5,0.2
1307670911,29.5,0.1
1307670918,29.5,0.1
1307671030,29.5,1
1307671411,28.51,3
1307671533,28.51,0.01
1307671576,28.5,3
1307671670,28.5,1.9
1307671867,28.5,1
1307672588,28.5,1.1
1307672629,28.2231,2.12
1307672642,28.22002,2.23
1307672816,29.49,0.01
1307676145,29.49,3
1307676145,29.5,1.6
1307676145,29.8,2.99
1307678195,29.5,1
1307678195,29.7,2.02
1307678195,29.8,1.01
1307678195,30,5.97
1307678201,30,4.03
1307678201,30,5.97
1307678805,28.51,3
1307679389,28.51,0.11
1307679668,28.51,0.7
1307679974,28.5,3
1307681560,28.5,0.5
1307681560,28.22002,0.27
1307682333,27.51,0.07
1307683517,27.5,2.19
1307686107,26.5,1
1307686117,25.5,6.81
1307686590,25.5,23.26
1307686690,27,1.85
1307688421,27.51,2.5
1307690972,27,2
1307697364,27,8.15
1307706235,27,1.19
1307706784,27,0.88
1307707490,27,0.73
1307707550,27.5,13.07
1307707594,27.51,0.58
1307708964,27,1.25
1307709030,27,18.75
1307711431,29.44,3.11
1307712200,29.44,0.89
1307714930,25.01,1.1
1307715309,25.01,2.56
1307715309,25,1.12
1307721789,25.1,3.7
1307724442,28,2.03
1307724769,27.99,0.5
1307724934,26.8,0.09
1307726046,26.8,0.31
1307726097,26.8,0.69
1307726833,26.2,0.5
1307726855,26,1
1307726871,25.7,1
1307728414,25.1,0.11
1307728553,25.1,1.05
1307731238,27.99,3.16
1307731779,27.99,0.25
1307732017,27.99,0.16
1307732504,25.1,0.14
1307732751,25.1,1
1307734562,24.88,0.25
1307734835,23.01,1
1307734835,23,15
1307735063,21.25,1.26
1307735063,21.1,1.2
1307735063,21.01,1.12
1307735239,21.01,3.75
1307736230,25,1
1307736256,25,0.02
1307736958,25,2.98
1307739081,23,3.2
1307739126,21.11,0.64
1307740972,26,4
1307741042,26.9,0.26
1307741056,27,4
1307741729,26.5,2.5
1307741851,26.5,1.5
1307741898,23.75,0.64
1307742216,27.9,1.1
1307742840,27,22.2
1307743771,27,0.02
1307744222,25,4.32
1307744859,25,9
1307745225,27,4.32
1307745225,27,3.68
1307745307,27,0.25
1307746026,25,0.5
1307747339,26.75,0.5
1307749941,25.25,3
1307751217,25.25,1.05
1307751285,25.25,0.05
1307753807,26.7,0.97
1307755410,25.02,0.5
1307756257,26.75,0.2
1307756635,25.02,0.42
1307757213,26,1.37
1307757390,26,5.63
1307758049,25.02,4.08
1307758077,25.02,1
1307758165,25.01,4.17
1307758183,25.01,0.44
1307759162,26,0.37
1307759270,26.75,0.08
1307759270,26.75,1
1307759285,26.75,1
1307759289,26.75,1
1307759422,26.75,1
1307759536,26.75,2.92
1307759883,25.75,1
1307761551,26.79,1.02
1307761562,26.8,1
1307761598,26.84999,0.4
1307763088,25.5,1
1307763088,25,0.56
1307763088,24.02,0.88
1307763100,24.02,5.37
1307763100,24.01,0.18
1307764489,26.79,1
1307764736,24,1
1307765183,25,0.92
1307765192,25,0.08
1307765717,25,2
1307769857,23.89,3
1307770827,23.76,2
1307770892,23.76,6
1307770901,23.76,0.85
1307770923,23.01,0.82
1307770923,23,0.33
1307771034,22.1,0.01
1307771071,22.01,0.01
1307771589,23,0.33
1307772695,22.15,3.56
1307775083,22.16,0.25
1307775083,22.15,10.55
1307775083,22.14,5
1307775083,22.12,0.09
1307775196,22.12,3.91
1307776063,22,2
1307779000,25.9666,1
1307779019,26.75,5
1307779040,26.8,1
1307779064,26.88,5
1307779091,26.89,3
1307779113,26.9,3.5
1307779302,26.9999,2.6
1307779304,27,2.6
1307779324,27,1.1
1307779398,27,0.56
1307779415,27,4.24
1307780041,21.815,15
1307794586,22.35,1
1307795313,22.35,1.32
1307795365,22.3,5.2
1307795435,22.35,4.68
1307797445,22.35,3.56
1307798446,22.35,0.44
1307798488,22.25,0.87
1307798507,22.25,0.13
1307798526,21.031,10
1307798535,21.031,4.17
1307798565,21.031,5.83
1307798586,21.03,6.3
1307798586,21.03,2
1307798598,21.02,3
1307798610,21.01,0.13
1307798629,21,11
1307798645,21,0.56
1307798663,20,1
1307798663,20,2
1307798663,20,10.78
1307799112,20,1.22
1307799112,20,18.78
1307799309,20,6.22
1307799309,20,7.66
1307799454,20,2.34
1307799464,19.98,50
1307799475,18.55,1
1307799650,16,4
1307799986,22.35,0.83
1307800016,22.35,0.17
1307801559,23.75,1
1307801587,23.5,1.41
1307801617,23.5,2.02
1307801657,23.5,1
1307801807,22.16,0.81
1307802484,22.16,1.19
1307802484,22.152,8.74
1307802521,21.5,8.7
1307802645,22,1
1307802657,22,0.42
1307802670,22,4.08
1307802819,21.56,2
1307802857,21.56,3
1307802916,21.55,10.75
1307802931,21.5,2.55
1307802954,18,5
1307806319,22,1
1307806386,23.5,1.2
1307806946,25,0.16
1307810285,24.95,1
1307812175,24,1.5
1307812179,24.95,10
1307812193,24.95,4.45
1307812201,24.99,10
1307812205,24.99,3.17
1307812211,25,1
1307812211,25,5
1307812218,25.75,1
1307812223,26,3
1307813034,24,0.22
1307813052,23.4,0.29
1307813052,23.39,0.33
1307813355,22.75,0.25
1307813401,20.84,1.2
1307813417,20.17,2.44
1307814176,20.5,10
1307814623,20.17,3.05
1307814944,24,0.84
1307814968,24,1.66
1307815569,20.25,1
1307815648,20.25,1.12
1307815748,20.25,15.68
1307815780,20.17,0.51
1307816672,22.5,4
1307816688,22.5,1
1307816911,20.15012,2
1307817260,20.15012,3
1307817452,20,12
1307818203,20,0.25
1307818300,21.9999,1.5
1307818320,22,0.81
1307818343,22.95,29
1307818346,22,1
1307818354,23,8.59
1307818573,17.05,5
1307818573,17.02,1
1307818573,17.01,5.15
1307818576,17.01,0.84
1307818605,17.01001,6.16
1307818605,17,1
1307818609,16.99,10.83
1307818678,17.65,5
1307821161,22.9,5.15
1307821161,22.985,2.85
1307821382,22.97,4
1307823123,22,0.5
1307823756,21.9,1
1307823756,22,3.5
1307823771,22,1
1307824628,20.45,21
1307824712,18,9
1307825244,19.2,1
1307825244,19,5
1307825267,18,0.19
1307825267,17.751,0.47
1307825285,17.751,0.03
1307827448,17.75,4.28
1307828699,17.75,2.71
1307828996,20,1
1307829036,20,9
1307829107,20.1,14
1307830575,18.6,1
1307831673,17.75,0.01
1307831673,16.5,35
1307831673,16.4,4.53
1307831883,16.4,1.47
1307833075,19,3
1307833472,16,1.16
1307833488,20,5
1307833499,20.1,16
1307834578,17.1,35.26
1307834578,17.05,9.5
1307835113,18,10
1307835333,19,10
1307836626,19.9,2
1307836636,20,1
1307836636,20,3
1307836645,20.1,5
1307836670,20.1,0.47
1307837684,18.5,2
1307837700,17.5,10
1307837700,17.5,6.25
1307837709,17.05,1.31
1307837872,17.5,0.75
1307839645,18.5,1
1307839740,17.05,0.94
1307839842,16.5,0.06
1307841362,16.5,18.12
1307841362,16.05,20
1307841363,16.01,7.37
1307841363,16,6.5
1307841363,16,2
1307841363,16,5.38
1307841480,17.5,5
1307841576,18.5,2.7
1307841692,17.5,5
1307841708,16,4
1307842366,16,0.14
1307842377,16,0.48
1307842377,16,4.52
1307847507,16,1.08
1307847548,15.8,6
1307847555,15.8,0.02
1307847563,15.8,0.27
1307847610,15.8,0.03
1307847635,15.8,1
1307847669,15.01,20
1307847669,13.4,14
1307847740,13.38,3.21
1307847740,12,3
1307847865,11.15,10.5
1307847877,11.1,1.41
1307848218,15.8,2
1307848236,15.8,1
1307848472,11.25,2.52
1307848497,11.25,22.93
1307848504,11.25,2.87
1307851223,12.01,2.04
1307852282,12.99,0.01
1307852300,12.99,4.79
1307852376,12.99,0.13
1307852407,12,1.91
1307854323,12.012,3.5
1307854876,14.98,0.84
1307854946,12.012,1
1307855328,14.98,0.16
1307855328,17.1,0.84
1307858977,16.5,2
1307858978,17.1,8
1307862896,12.012,6.5
1307863179,12.012,9
1307863179,12,15.24
1307863695,14.9,1
1307863704,14.9,1
1307864423,14.5,2
1307864470,14.5,16
1307865086,14.5,2
1307865166,14.9,14
1307865166,14.97,3.4
1307869176,16,0.15
1307872829,16,0.02
1307878620,16.5,2
1307880616,15,1.03
1307881277,17.1,8
1307881282,17.1,8.16
1307881282,17.1,8
1307881333,17.5,14
1307881344,17.5,1
1307881434,17.99,6.3
1307881898,18.5,11
1307883438,20,3.9
1307883909,20,1.09
1307884076,22.5,4
1307884261,18,10
1307884730,19.99999,0.5
1307885748,18.48,15.8
1307886202,18.0001,7.3
1307886217,18.00002,4
1307888157,19,1
1307888212,19,0.07
1307888505,19,0.5
1307890070,19,8.43
1307890092,20,10
1307890092,20,4.5
1307890110,22.5,0.75
1307890387,20,1.5
1307891400,22.5,3.4
1307891423,19,1
1307892321,20,1
1307892323,22.5,1.85
1307892323,22.5,3.15
1307892326,22.5,5
1307892328,22.5,0.35
1307892328,22.5,4.65
1307892340,22.5,2.19
1307892410,23.18999,4
1307892471,23.4,3.66
1307893959,24,5
1307894074,24.5,0.86
1307894080,24.98999,1.8
1307894758,24.98999,0.2
1307894909,24.98999,1
1307894933,24.99,1
1307894944,24.99,1
1307894955,25.8,1
1307895297,25,1
1307895363,25.98,2
1307895459,25,32.61
1307895479,25,1
1307895507,25.99,0.33
1307895691,25,0.55
1307895716,24.98999,2.8
1307895730,24.5,6.65
1307896077,25,0.84
1307896097,24.001,3
1307896479,23,0.01
1307897410,20.02,2.35
1307897688,22,0.01
1307897968,20.02,1.65
1307898024,20.01001,2
1307898047,20,4.49
1307899273,19.4,0.01
1307900158,22,2.8
1307900186,22,1
1307900215,22,0.2
1307900625,22.4,1
1307900712,22.4,2
1307900751,22.2,3
1307900767,22.2,0.01
1307900969,22.2,1
1307900969,22.2,1
1307901233,22.75,3.4
1307901776,23.49,0.01
1307902711,23.4,4
1307902756,23.49,3
1307902770,23.49,0.3
1307902799,23.5,8.2
1307902833,23.53,0.19
1307902855,23.8,4
1307902890,23.8,0.34
1307903875,23.5,1
1307904164,23.5,6
1307905644,22.05,0.64
1307907263,22.1,0.06
1307907724,23,6
1307907747,23,4
1307907911,23.5,0.33
1307908124,23.5,0.75
1307909626,23.49,0.01
1307909665,22.9,2.29
1307909967,23.5,3.97
1307910286,23.5,5.03
1307910560,23.7,0.25
1307910576,23.8,0.15
1307910616,23.85999,2
1307910686,23.85999,5.2
1307910708,23,1
1307910719,22.9,7.71
1307910812,23.5,0.25
1307910820,23,0.26
1307910893,22.25,0.3
1307911360,22.15,1
1307912417,22.1,1.99
1307912462,20.76,1
1307912528,20.75,1
1307912559,20.76,5
1307912979,22,10
1307912990,22.49,1
1307913108,22.49,0.82
1307913257,22.49,3.18
1307913285,22.5,8
1307913292,22.5,1
1307913403,22.5,1
1307913403,22,1
1307913898,22,1
1307915100,22,20
1307915581,21.9,1
1307915597,21.9,2
1307915644,21.75,1.22
1307915659,22,2.27
1307916030,20.9,0.1
1307916039,20.4,1.3
1307916045,20.25,0.87
1307916102,20.25,2.13
1307916102,20.21212,5.28
1307916485,21.4,0.1
1307917353,21.76,1
1307917405,21.76,0.3
1307918160,22,1.32
1307918200,22,1.08
1307918542,20.8,0.1
1307918542,20.22,1.4
1307918542,20.21212,0.52
1307918542,20.02,1
1307918542,20.011,4.76
1307918542,20,0.06
1307918542,20,17.12
1307918591,20.23,0.04
1307918752,21.3,0.1
1307918881,21.95,1
1307918896,21.99999,1.4
1307918928,21.5,1.86
1307919204,21.5,0.01
1307919390,20.4,0.11
1307919682,21.4,0.12
1307919893,20.4,0.13
1307919908,20.051,1.53
1307919947,20,1
1307919985,20,1
1307920177,21.3,0.13
1307920463,20.1,0.14
1307920463,20,5.88
1307920463,20,0.98
1307920473,20,0.02
1307920754,19.5,1
1307920933,19.11,1.43
1307921074,19.11,1.86
1307921097,19.11,5.8
1307921198,19.749,0.99
1307921239,19.75,2
1307921245,19.75,1
1307921369,19.75,11.39
1307921754,19.501,2
1307922442,19.105,2
1307923183,18.75001,2.17
1307923211,18.75,5.6
1307924339,19.75,0.01
1307925110,18.6,2
1307925110,18.25,0.92
1307925775,18.49999,1
1307925832,18.5,27
1307925978,18.499,4
1307926291,18.25,0.08
1307926291,18.14001,1
1307926291,18.14,2.99
1307926291,18.13,0.28
1307927155,18.26,0.99
1307927245,19.84,0.3
1307928680,19.949,2.85
1307928694,19.95,5.6
1307928705,20,2.25
1307929291,19.0001,2.42
1307929413,20,0.75
1307929421,20.94999,1.53
1307929431,20.95,1
1307929433,21,1
1307929542,21.4441,2
1307930107,19.2,0.25
1307930107,19.1,1
1307930107,19.0001,0.58
1307930768,20,0.01
1307930974,21.2,1
1307931015,21.3,0.14
1307931038,21.3999,2.86
1307931047,21.3999,0.14
1307931060,20,1
1307931073,21.3,1.33
1307931086,21.3,1.33
1307931103,21.3,0.5
1307931105,20.3,0.15
1307931233,20,0.5
1307931234,19.02,0.25
1307931234,19.01001,1.69
1307931234,19.01,5
1307931234,19.0001,3
1307931234,19,0.06
1307931243,19,0.14
1307931346,19,3
1307931510,21,0.15
1307931879,19.101,0.1
1307931922,19.101,3
1307931928,19.101,0.6
1307931937,19.1,1
1307931964,19.101,0.5
1307932048,19.101,2.3
1307932127,19.101,0.52
1307932151,19.101,20
1307932154,19.101,0.98
1307933093,19.99999,1
1307933471,19.31,2.9
1307933570,19.31,0.1
1307933610,19.94999,1.66
1307933610,19.95,10.32
1307933673,20,0.5
1307933797,20,19.5
1307934299,19.8,8.8
1307934373,19.8,1.2
1307934784,19.5,0.16
1307937111,20,9
1307937812,20.5,9.75
1307938256,21.09999,0.05
1307938256,21.1,2
1307938256,21.15,1
1307938256,21.1999,3
1307938256,21.21212,2.3
1307938256,21.4441,1.33
1307938256,21.4848,0.32
1307938395,21.4848,2.04
1307938418,21.89899,0.5
1307938500,21.4848,0.96
1307938506,20.45454,0.22
1307938591,21.5,0.4
1307939109,21.9899,0.5
1307939119,21.98999,1
1307939135,21.98999,0.5
1307939135,21.9899,0.5
1307939150,21.99,10
1307939164,21.99,2
1307939185,21.99,9
1307939399,21.99,0.08
1307939565,21.99,2.89
1307939565,22,1
1307939565,22.22222,0.11
1307939784,21.98999,3
1307939788,22.22222,0.41
1307939822,23.4,4
1307940924,23.45,1
1307942645,23.4,0.27
1307943501,23.45,2.5
1307944350,22.65,4
1307944913,22.59,1
1307944913,22.6,5
1307945985,23.45,0.93
1307947392,23.45,2
1307951291,22.22222,1.32
1307961467,23,1
1307961470,23,0.89
1307961554,23,0.49
1307962038,23,2.35
1307962657,23,0.29
1307962749,23,1.23
1307962900,23,2.25
1307967412,23.44,1
1307968551,22,4
1307971634,22,5.45
1307973563,22.699,1
1307974068,22.699,1
1307974302,22.7,0.01
1307974321,22.699,19.6
1307974666,22.7,0.19
1307974741,23.1,0.66
1307977546,22.4,0.1
1307977562,21.5,3
1307979835,22,0.1
1307979847,21.50001,2.47
1307979849,21.5,10
1307980378,21.0001,1
1307980716,21.7,0.11
1307981376,21.00001,0.1
1307981377,21,0.9
1307982165,21.55,0.1
1307983620,21.84,1
1307983630,21.85,0.01
1307983693,21.85,0.09
1307983768,21.6,1
1307983814,21.55,1.9
1307983830,21.15,0.25
1307984189,21.15,1.03
1307984204,21.4,0.25
1307984711,21.85,15
1307984711,21.87,1.1
1307984711,21.87,1.28
1307984711,22.49998,2.47
1307984711,22.49999,0.72
1307984711,22.5,1.43
1307984786,22.5,0.72
1307985576,22.5,0.01
1307986550,21.5,10
1307986576,21.3,0.25
1307986673,21.2,4.71
1307986791,21.2,0.45
1307987533,21.10001,2.63
1307987537,21,2.1
1307987655,20.75,3
1307987670,20.75,5.79
1307987735,21.2,2.3
1307987981,20.9,0.05
1307987994,19.7,5
1307988018,19.7,5
1307988070,19.6,1
1307988200,19.71,7
1307988920,20.2,2
1307989360,20.2,7.34
1307989564,20.2,1.82
1307989731,19.76,9.97
1307990569,20.2,0.5
1307990650,20.00001,5
1307990947,20.1,1
1307990972,20.00002,15
1307992077,20.001,0.47
1307992282,20.00002,0.03
1307992324,20.00001,5
1307994439,19.8,2.36
1307994439,19.75,2.18
1307994439,19.7,5.44
1307994591,19.7,4.56
1307994792,19.501,5.33
1307994942,19.501,2.67
1307994942,19.5,16.45
1307994945,19.5,8.55
1307994947,19.001,2
1307994949,19,0.52
1307995711,20.8,1
1307995731,20.8,1
1307995844,19.1,1
1307995852,19,1.67
1307996278,19,10
1307996280,19,1.33
1307997070,20,15
1307997856,20,5
1307998020,18.75,1.11
1307998020,18.5,8.88
1307998656,20.5,1
1307998911,20.5,4.87
1308001504,19.5,3
1308001504,18.5,0.36
1308001566,18.5,0.5
1308001592,18.5,4
1308001626,18.5,1
1308001636,18.5,0.98
1308002298,18.22,4.5
1308002309,18.21,7.43
1308002389,18.21,2.72
1308002389,18.2,0.08
1308002389,18.14,1
1308002389,18.13,1.72
1308002389,18.1,1
1308002389,18.01,7
1308002389,18,1.42
1308002775,18.22,1
1308002945,18.22,1
1308004126,18.00001,0.5
1308004126,18,1.5
1308004302,18.21,0.11
1308004326,18.21999,1
1308004405,18.21999,5
1308004502,18.21999,4.5
1308004610,18.21999,0.02
1308004757,18.22,3.5
1308004967,19.99999,20
1308004981,19.99999,8.75
1308005967,18.20011,39.42
1308006008,19.249,0.49
1308006008,19.25,9.29
1308006074,19.5,10.15
1308006356,19.5,8.4
1308006617,19.49999,10
1308007034,19.49999,15
1308010064,19.4,0.1
1308010094,19.49999,14.42
1308010094,19.5,5.58
1308011616,19.5,3.87
1308012637,20,1
1308013793,20,4
1308013793,20,1
1308014397,20,4
1308014397,20,1
1308014508,19.3,0.25
1308014981,20,4
1308014981,20,1
1308016937,19.7,5
1308018176,19.01,0.5
1308018198,19,0.1
1308018226,18.37,0.69
1308018248,18.37,0.05
1308018255,18.36,0.35
1308018453,18.36,5
1308019290,18.4,3
1308019315,18.38,2
1308019320,18.38,3
1308019365,18.38,1
1308019365,18.36,3.65
1308019381,18.35103,7.86
1308025211,18.371,6.67
1308026385,19,1
1308026723,19,1
1308037513,19.48,4.67
1308037513,19.49,1
1308037513,19.49999,4.53
1308038381,18.38,0.3
1308048371,19.49999,1
1308051645,19.48,1.5
1308051813,19.49999,0.46
1308052112,19.49999,2.32
1308052404,19.50001,0.63
1308053007,19.748,0.98
1308053007,19.7495,10
1308053007,19.75,8.55
1308055823,19.50001,1.37
1308055849,19.49999,0.82
1308055863,19,12
1308058043,19,2
1308058607,18.53,0.03
1308059480,19,2
1308060039,19,6.07
1308060162,19.79999,7.86
1308060204,19.79999,6.14
1308060416,19.75,1.19
1308060416,19.8,1.06
1308060416,19.8,2.75
1308063465,19.9299,5.13
1308063479,19.93,3.82
1308063489,19.99,5
1308063496,20,1
1308063509,20,4.1
1308063515,20,2
1308063593,20,9
1308064024,18.752,0.09
1308064381,19,8
1308064775,18.81,4
1308066173,19.948,0.3
1308066268,19.949,0.3
1308066305,19.948,0.5
1308066356,19.948,0.5
1308066484,19.948,0.09
1308066540,19.948,0.61
1308069579,19.142,2
1308069643,19.14001,1
1308072050,19.64,0.01
1308072779,19.142,0.36
1308072779,19.142,6.64
1308074024,19.142,1.07
1308074815,19.142,1.12
1308075107,19.142,0.99
1308075476,19.142,1.65
1308075510,19.14001,6.35
1308076090,19.19,0.01
1308076447,19.14001,35.98
1308079009,18.75,10
1308079012,18.75,0.7
1308079395,18.61,3.77
1308079399,18.6,1.26
1308079402,18.51,5
1308079404,18.51,5
1308079406,18.51,5
1308079412,18.5,18
1308079418,18.4,2
1308080052,18.9998,0.4
1308080130,18.366,1
1308080287,18.366,0.03
1308080600,18.98,1
1308082337,19,0.58
1308082346,18.55,0.5
1308086708,19,4
1308087353,18.9,1
1308087473,18.9,0.99
1308087494,18.9,1.01
1308088645,18.55001,1.03
1308089598,18.75,3.95
1308089628,18.95,1
1308089977,18.75,2.39
1308090177,18.75,2.6
1308090506,18.95,2.91
1308091048,18.68,0.06
1308092010,18.9,0.05
1308092015,18.9,0.05
1308092445,19,0.18
1308092445,19,5.66
1308092669,18.91,0.05
1308092679,18.91,0.1
1308093378,19,1
1308093462,19,1
1308093489,19,5
1308094394,19.3,3
1308094402,19.3,0.5
1308094412,19.3,0.26
1308094534,19.2,0.05
1308094605,19.3,0.15
1308094605,19.43,9.85
1308094689,19.2,1
1308094695,19.2,3
1308094853,19.2,3
1308095802,19.44999,25
1308096978,20,1
1308096978,20,1.76
1308096985,20,8.26
1308097002,20.5,3
1308097059,21.5,1.76
1308097232,21.5,2.76
1308097286,21.5,1
1308097474,21.4,10
1308097477,21.1,2
1308097580,21,2.8
1308097818,20.2,2
1308098147,20.4,1
1308098157,20.4,0.26
1308098183,20.4,0.24
1308098375,20.45,1
1308098414,20.35,0.76
1308098504,20.45,4
1308098710,21.47,1
1308098757,21.48485,6
1308098814,21.48485,0.74
1308098814,21.65,0.1
1308099001,22,2
1308099321,21.4,0.1
1308099395,21,0.25
1308099413,20.8,1
1308099428,20.9,0.3
1308099428,20.5,1.2
1308099450,20.5,0.3
1308099621,20.9,1
1308099738,20.25,0.1
1308100205,20,2
1308100220,21,0.1
1308100220,21.4,0.1
1308100899,20.15,0.12
1308100928,20,1.88
1308101035,20,1.12
1308101035,20,0.5
1308101641,19.98,2
1308101820,19.55,1.25
1308102186,19.55,0.4
1308104055,19.97,9
1308104320,19.98,3.69
1308104960,19.98,1.19
1308104960,19.99,13
1308105232,20,2
1308105567,19.9999,5
1308108095,20,2.17
1308109376,20,0.03
1308109376,20,0.08
1308109376,20,1
1308109536,19.9999,1.9
1308109790,20.5,2
1308112795,19.9999,1
1308112942,19.9999,1.7
1308113570,19.9999,0.52
1308115882,20.4,3
1308117038,20.4,1
1308117608,20.4,1
1308117664,20.4,0.41
1308118778,20.4,1.94
1308118778,20,1
1308118778,20,1
1308118778,19.9,1
1308118778,19.8,1
1308118778,19.7,0.07
1308123472,20.39,2.5
1308123472,20.45,1
1308123472,20.5,8
1308123472,20.5,2.5
1308123628,19.9,3
1308123653,19.78,2.32
1308129971,19.8,0.5
1308135333,19.8,5.76
1308135418,19.7,0.71
1308141743,19.95,2
1308144032,20.2,4
1308144032,20.11111,10
1308144134,20.11,12
1308144172,20,1
1308144258,20.12,1
1308144351,20,0.95
1308144483,19.96,1.32
1308144688,19.97,4.41
1308145853,20,5
1308146793,20.1,0.5
1308146850,20.1,0.07
1308146955,20,2
1308148768,19.79,0.71
1308149400,19.63,0.01
1308149771,19.63,0.01
1308149880,19.63,0.01
1308149886,19.63,0.01
1308149900,19.63,0.01
1308149931,19.63,0.01
1308149937,19.63,0.01
1308149942,19.63,0.01
1308149946,19.63,0.01
1308149950,19.63,0.01
1308149954,19.63,0.01
1308149959,19.63,0.01
1308149963,19.63,0.01
1308149967,19.63,0.01
1308149971,19.63,0.01
1308149975,19.63,0.01
1308149980,19.63,0.01
1308149984,19.63,0.01
1308149988,19.63,0.01
1308149992,19.63,0.01
1308150031,19.63,0.01
1308150035,19.63,0.01
1308150037,19.63,0.01
1308150039,19.63,0.01
1308150043,19.63,0.01
1308150044,19.63,0.01
1308150047,19.63,0.01
1308150051,19.63,0.01
1308150055,19.63,0.01
1308150059,19.63,0.01
1308150063,19.63,0.01
1308150067,19.63,0.01
1308150086,19.63,0.01
1308150104,19.63,0.01
1308150108,19.63,0.01
1308150111,19.63,0.01
1308150115,19.63,0.01
1308150119,19.63,0.01
1308150123,19.63,0.01
1308150127,19.63,0.01
1308150130,19.63,0.01
1308150132,19.63,0.59
1308150139,19.60001,0.01
1308150145,19.60001,1
1308150149,19.60001,0.29
1308150159,19.6,1
1308150163,19.58,1
1308150169,19.57244,0.01
1308150169,19.57244,9.02
1308150211,19.57244,0.01
1308150221,19.57244,0.01
1308150226,19.57244,0.01
1308150230,19.57244,0.01
1308150234,19.57244,0.01
1308150238,19.57244,0.01
1308150243,19.57244,0.01
1308150247,19.57244,0.01
1308150254,19.57244,0.01
1308150259,19.57244,0.01
1308150493,19.59,0.01
1308150518,19.59,0.01
1308151029,19.6,0.01
1308151034,19.6,0.01
1308151039,19.6,0.01
1308151044,19.6,0.01
1308151050,19.6,0.01
1308151059,19.6,0.01
1308151089,20,1
1308151154,20,5.8
1308151517,20,0.7
1308151524,20,0.3
1308151593,20,1
1308152088,20.48999,0.01
1308152197,20,0.01
1308152364,20.48999,0.01
1308152474,20,1
1308152606,20,0.17
1308152606,20,0.33
1308152659,20,0.51
1308152675,20,0.16
1308153301,20,0.83
1308153301,20,6
1308153498,20.005,1.5
1308154727,20.005,6.89
1308160608,20,1
1308162512,20.0001,0.19
1308164906,20,3
1308165442,20,2.14
1308165858,19.99,4.05
1308165947,20,2
1308165982,20,1.61
1308166194,19.75,1
1308166234,20,1
1308166242,19.58,1
1308166251,19.57244,11.99
1308166279,19.55,8.35
1308166285,19.5,1.2
1308166319,19.9998,0.29
1308166373,19.9998,0.29
1308166477,19.75,2
1308166645,19.75,3
1308166715,19.2,1
1308166715,19.2,5
1308166715,19.05,1
1308166715,19.01,3
1308167940,19.75,0.2
1308168982,19.75,0.01
1308169057,19.15,1.89
1308169081,19.1,1.73
1308169709,19.97,1
1308169995,19.7,0.25
1308170420,19.98,2
1308173747,19.6,0.5
1308173831,19.6,1.23
1308173899,19.32001,2
1308174014,19.32001,1
1308174024,19.32001,0.01
1308174032,19.32001,0.01
1308174054,19.32001,3.48
1308174135,19.35,0.01
1308174206,19.7,0.25
1308174206,19.8,1
1308174562,19.6999,3
1308174967,19.6999,0.49
1308174995,19.38,0.53
1308175152,19.38,0.41
1308175250,19.38,0.34
1308176052,19.71,1.5
1308176438,19.8,1
1308176536,19.8,14.15
1308176958,19.75,9.25
1308177423,19.381,2
1308177423,19.38,1.72
1308177423,19.35,1.99
1308177423,19.35,0.25
1308177423,19.32,1
1308177557,19.2,16.5
1308177698,19.69,1
1308177910,19.5,1
1308178654,19.44,1
1308180308,19.26,1
1308180436,19.25,1
1308180436,19.1,1
1308180436,19.09,1.2
1308180436,19.01,0.8
1308180992,19.01,1.89
1308182624,19.01,1
1308183968,19.01,1.31
1308183968,19.01,5
1308183987,19,2
1308183988,19,2
1308184010,18.8,1
1308184024,18.5,0.47
1308184581,19.47,2
1308186496,19,1
1308186867,19,1
1308187293,19,2.05
1308187322,19.3,13.54
1308187322,19.47,4
1308187322,19.48,10.46
1308187338,19.48,1
1308187981,19.47,2
1308188011,19.47,0.5
1308189279,19.47,3
1308190959,18.54,2
1308190959,18.531,3.15
1308190959,18.53,3
1308190959,18.53,4
1308190959,18.52,10
1308190959,18.515,0.67
1308190959,18.5,1.53
1308190959,18.45,5
1308190959,18.1,1.65
1308190959,18.05,4.38
1308190959,18.05,2.95
1308190959,18.05,1
