date,price,dev
1336077161,4.939,15
1336077161,4.915,6
1336077161,4.97,497.07
1336077161,4.97398,20.5
1336077161,4.96,17
1336077161,4.95,22
1336077193,4.97398,4.7
1336078681,4.8709,2.49
1336078711,4.97,0.35
1336079944,4.8709,7.51
1336080137,4.8709,14.39
1336081019,4.88,0.63
1336082870,4.95,10
1336082912,4.97,6
1336083267,4.88,5.8
1336087573,4.88,16.2
1336087637,4.97,20
1336088142,4.97398,49.8
1336088142,4.97,133.65
1336088143,4.97399,16.42
1336088239,4.97399,0.1
1336090212,4.97399,38.48
1336091583,4.97399,3
1336091863,4.97399,2.52
1336092134,4.85001,1.7
1336092208,4.85001,3.5
1336092927,4.974,3.99
1336109202,4.96799,8.93
1336109260,4.968,16.07
1336111180,4.9679,26.02
1336111341,4.86002,49.75
1336111341,4.86001,150
1336126648,4.85001,6.96
1336138626,4.85001,228.04
1336138626,4.82003,83.71
1336138626,4.85001,1.25
1336138626,4.85,87
1336138659,4.8,9.71
1336138659,4.82003,15.29
1336141256,4.8,2.79
1336141434,4.85,20
1336141479,4.85,0.79
1336152583,4.85,50
1336153977,4.85,29.21
1336154091,4.9189,24.3
1336156362,4.85,5
1336158117,4.9,91.74
1336164693,4.9,13.63
1336164693,4.9,8.26
1336165929,4.9,0.99
1336166814,4.9189,5.52
1336166814,4.919,2
1336166814,4.92,22.17
1336166814,4.91999,1
1336167527,4.92,20.99
1336167603,4.9,25
1336168187,4.9,13
1336180034,4.9,0.02
1336186749,4.85,38.45
1336188156,4.8999,6
1336190458,4.8999,4
1336232429,4.85,29.34
1336232796,4.801,2.05
1336244900,4.899,15.62
1336252664,4.8455,15.45
1336254213,4.8455,2.54
1336254227,4.8455,2.54
1336254245,4.8455,2.54
1336254258,4.8455,2.54
1336254271,4.8455,2.54
1336254291,4.8455,2.54
1336254295,4.8455,2.54
1336254313,4.8455,2.54
1336254331,4.8455,2.54
1336257210,4.89899,5
1336257257,4.899,3.47
1336257327,4.8999,4.78
1336257380,4.9,1.17
1336257883,4.9,11.21
1336257883,4.9,3.79
1336258071,4.9,0.2
1336275125,4.8455,2.54
1336278251,4.8455,1.5
1336281228,4.84551,8.97
1336281256,4.8455,40
1336281286,4.8455,4.75
1336286258,4.895,5.48
1336286358,4.9,46.4
1336286982,4.846,19.75
1336303017,4.8455,4
1336326985,4.8509,10
1336327097,4.8455,2
1336327226,4.8455,14.9
1336328722,4.8209,10
1336332229,4.805,5.25
1336332229,4.80102,1.4
1336332229,4.8015,12.5
1336332229,4.80151,4
1336332229,4.8009,5.13
1336346465,4.8799,8.1
1336347471,4.80091,5
1336347591,4.80091,4.5
1336351394,4.80091,4.1
1336364249,4.80091,50
1336366269,4.80091,2.9
1336366808,4.8009,2.54
1336366860,4.8009,1.71
1336384520,4.8009,0.62
1336393151,4.8001,9
1336395194,4.8009,2.54
1336399223,4.8009,1.84
1336399282,4.8009,2.66
1336399325,4.8001,0.44
1336401480,4.8001,0.56
1336403348,4.8001,84.44
1336404719,4.80001,12
1336408777,4.80001,69.56
1336408907,4.8498,0.44
1336408907,4.845,20.06
1336411330,4.8,11.04
1336412888,4.8498,1
1336413228,4.8498,8.56
1336413252,4.8499,0.2
1336413403,4.8498,10
1336413447,4.8498,15
1336413609,4.8499,1
1336414273,4.8498,24.85
1336416049,4.8499,19.48
1336416182,4.85,8
1336416626,4.8499,0.52
1336426023,4.85,22
1336426100,4.85,0.6
1336435245,4.85,16.4
1336437669,4.85,13.75
1336439319,4.85,10
1336443842,4.85,10.5
1336445901,4.86,12.6
1336454887,4.85,0.35
1336459494,4.86,20.42
1336476475,4.86,7.14
1336477884,4.87,11
1336477961,4.8799,3.9
1336489049,4.80001,2
1336489384,4.8,1.97
1336501280,4.78,21
1336501280,4.79,13.9
1336501280,4.79,10
1336501280,4.8,20.65
1336501280,4.79,0.16
1336501280,4.8,11.99
1336501280,4.8,5.81
1336501296,4.78,19.49
1336501296,4.83,26.01
1336508337,4.829,5.24
1336509165,4.829,20.36
1336509384,4.829,3
1336509436,4.8,11.77
1336509780,4.829,0.81
1336509950,4.83,15.5
1336509975,4.83,0.1
1336510118,4.83,8.39
1336513376,4.83,31.49
1336514074,4.84,12.25
1336514963,4.8,49.5
1336514963,4.829,8
1336514963,4.8,12.05
1336514963,4.83,0.12
1336515371,4.76,14.5
1336517754,4.76,1
1336518694,4.76,10
1336520437,4.7509,10
1336520437,4.75,30
1336520437,4.75556,12
1336520437,4.75101,39.83
1336520462,4.74,26
1336520577,4.75,21.1
1336520690,4.75,0.08
1336521093,4.75,36.99
1336521121,4.76,179.8
1336523913,4.79,100
1336527766,4.79,80
1336528330,4.79,76.23
1336528359,4.8,30.33
1336529326,4.73102,5
1336529370,4.73101,7.48
1336542503,4.73302,3.5
1336561011,4.81,0.7
1336574651,4.75,5
1336578603,4.81,0.18
1336581721,4.81,10
1336584270,4.8,60.5
1336586297,4.8,2.98
1336587658,4.8,0.17
1336591861,4.8,36.35
1336592779,4.8,14
1336593871,4.8,9
1336593887,4.8,8
1336595194,4.7501,40
1336595479,4.7501,8
1336595787,4.7501,4.5
1336597404,4.76,45.5
1336599265,4.732,10
1336599265,4.731,1.78
1336599265,4.75,100
1336599265,4.73301,35.82
1336599265,4.733,7
1336599265,4.73302,8
1336599265,4.7403,11.4
1336599572,4.731,8.22
1336600666,4.731,10
1336600913,4.731,50
1336602182,4.731,7.45
1336602248,4.731,15.03
1336602752,4.76,367
1336604374,4.76,10
1336605056,4.76,10
1336605071,4.76,10
1336605073,4.76,10
1336605115,4.76,70
1336605141,4.76,4
1336605169,4.76,0.5
1336605918,4.76,8.5
1336607670,4.76,1
1336608613,4.76,31.65
1336609136,4.76,20
1336610232,4.76,3.13
1336611531,4.76,5.65
1336612165,4.76,7.06
1336614443,4.73,16.68
1336617178,4.76,2.35
1336617279,4.76,62.7
1336619580,4.76,24.5
1336622462,4.76,5
1336622595,4.73,0.26
1336659810,4.76,12.37
1336663211,4.731,3.5
1336663457,4.731,1.02
1336663857,4.731,220.91
1336669295,4.759,7
1336669555,4.73,350.12
1336669555,4.731,89.77
1336671116,4.749,19.93
1336671256,4.75,1.96
1336671256,4.7589,60
1336671256,4.759,3
1336671256,4.76,27.04
1336671962,4.76,6.81
1336673829,4.76,23
1336674227,4.76,17.6
1336677227,4.76,15.67
1336677605,4.76,30.37
1336682527,4.76,20.88
1336683407,4.76,33.5
1336685667,4.76,292.38
1336686970,4.76,13.84
1336687101,4.81999,8.1
1336687101,4.81999,3
1336687926,4.8,25.35
1336688028,4.81998,5
1336688135,4.81999,11.04
1336693205,4.81999,5.86
1336693237,4.82,7
1336693299,4.82,1
1336701367,4.815,10
1336701652,4.82,19.43
1336703447,4.83,7.95
1336703624,4.8399,1.02
1336703657,4.84,13.85
1336703686,4.84899,1.13
1336703715,4.85,2.05
1336706683,4.82,10
1336721095,4.847,2
1336721192,4.82,0.44
1336726187,4.82,27
1336726211,4.82,0.3
1336741867,4.82,13.13
1336744580,4.78,10
1336745589,4.8,10
1336745817,4.8,31
1336746752,4.8,0.55
1336746796,4.845,43
1336749073,4.75,1.04
1336757930,4.83999,5
1336758761,4.83999,55.5
1336758860,4.83999,13.3
1336761007,4.83998,4.1
1336763990,4.75001,2
1336767024,4.835,12.3
1336770312,4.78,4
1336776217,4.75001,2
1336776569,4.75001,0.92
1336777435,4.835,7.72
1336777684,4.83998,6
1336782351,4.75998,2
1336786469,4.83,5
1336787143,4.83997,12
1336787578,4.83997,8.5
1336787674,4.83,21
1336787874,4.83,20
1336794223,4.83998,14.9
1336794923,4.83999,20
1336795780,4.83,4
1336796200,4.83999,12.2
1336796635,4.845,7
1336796684,4.85,17.95
1336796709,4.87,11
1336796729,4.8849,5.05
1336797703,4.885,7.89
1336797739,4.8999,70.37
1336797817,4.91,32.02
1336797817,4.9,41.9
1336797891,4.917,12
1336797891,4.91897,23
1336797932,4.91897,3.4
1336797966,4.91897,0.06
1336799465,4.83,13
1336816224,4.87999,5
1336825064,4.87999,15.4
1336833985,4.869,20
1336834023,4.86999,2
1336834084,4.87,43.45
1336842717,4.87,20.55
1336842852,4.88,14.5
1336850365,4.88,19
1336851164,4.88,10
1336851178,4.88,6.5
1336851304,4.89,7
1336851374,4.9,5.5
1336851430,4.917,10
1336851491,4.91897,6
1336851549,4.91897,0.5
1336884679,4.85,3.98
1336887552,4.9,1.5
1336887604,4.91898,15
1336887604,4.91897,0.04
1336887604,4.92,66.46
1336887604,4.91789,15
1336887604,4.90999,2
1336887604,4.91788,25
1336887604,4.91,45
1336896251,4.92,15
1336941480,4.84589,8
1336941493,4.82777,10
1336941511,4.81557,10
1336941572,4.78996,10
1336941612,4.78003,12.5
1336950960,4.78003,3.13
1336951313,4.78003,21
1336954097,4.78003,25
1336955045,4.78002,10
1336955103,4.78002,70
1336957663,4.78002,21
1336957891,4.78,8
1336957892,4.78,31.6
1336958100,4.78,11.01
1336961789,4.78,0.39
1336962581,4.78,0.51
1336963503,4.78,2
1336966811,4.78,1.99
1336966811,4.773,10
1336966811,4.771,63.01
1336968107,4.771,23.12
1336970110,4.771,8.11
1336972946,4.78001,6.25
1336977366,4.771,45
1336978672,4.771,2
1337000954,4.771,2.49
1337004358,4.78001,8.75
1337009185,4.771,20
1337009367,4.771,9
1337011378,4.78003,3
1337011808,4.78003,17
1337011862,4.78003,1.38
1337012180,4.78003,28.7
1337012697,4.78003,20.79
1337012735,4.85,9
1337012787,4.87,1.23
1337013186,4.865,5
1337013186,4.87,20.51
1337013344,4.88,9
1337014246,4.88,1
1337014281,4.89,5
1337014298,4.89,2
1337014621,4.771,140
1337015044,4.87875,9.89
1337015044,4.87874,10
1337015604,4.87875,3
1337015751,4.88,22.5
1337018034,4.88,4.8
1337018501,4.87875,0.5
1337020778,4.87875,2.2
1337024251,4.87875,37.41
1337024391,4.77101,2
1337024412,4.771,0.47
1337024430,4.751,1.2
1337027942,4.87,0.94
1337028020,4.875,8.5
1337028082,4.87999,0.81
1337028082,4.87998,2
1337028191,4.87999,4.07
1337029256,4.88,72.7
1337029476,4.89999,0.01
1337030396,4.9,5
1337030396,4.89999,1
1337031611,4.92,70.8
1337033386,4.88,4.49
1337033736,4.88,24
1337033762,4.88,0.71
1337036452,4.765,3.5
1337036588,4.765,161
1337037103,4.765,3
1337037168,4.765,25.22
1337039061,4.765,72.67
1337039514,4.765,10
1337039536,4.765,4
1337040390,4.765,0.5
1337043962,4.765,12.95
1337045705,4.76,4.25
1337047818,4.76,2.75
1337047860,4.751,4.97
1337048028,4.751,5.83
1337048061,4.70101,15.61
1337048061,4.70102,5
1337048104,4.701,0.75
1337048104,4.701,5
1337048136,4.70001,3.4
1337048168,4.70001,0.1
1337065016,4.765,0.8
1337069088,4.765,0.04
1337075918,4.765,20.67
1337088014,4.7171,1
1337092392,4.72,167
1337095582,4.76,7.3
1337102957,4.76,80
1337103218,4.74,35.65
1337103248,4.7171,15.86
1337103248,4.7,2.08
1337103248,4.7,90.06
1337103248,4.701,12
1337103248,4.7101,5
1337108488,4.76,22.02
1337108488,4.765,30.25
1337109593,4.87999,5
1337109593,4.88,6.96
1337109594,4.8999,19.44
1337109594,4.89989,14
1337109594,4.89,4.6
1337117608,4.85,12
1337117608,4.84999,5
1337117636,4.85,5
1337117700,4.85,7
1337118548,4.71001,5
1337118579,4.71001,5
1337118849,4.71001,23.9
1337119185,4.71001,67.5
1337121548,4.82,1.14
1337121774,4.85999,10
1337122183,4.85999,1.14
1337122645,4.85999,28.33
1337124197,4.86,14.75
1337124314,4.87,4.16
1337125153,4.889,9
1337125181,4.889,11.11
1337125231,4.87,5.2
1337125976,4.889,8.89
1337126012,4.889,9.94
1337127068,4.8999,10.6
1337127068,4.89,4
1337127561,4.8999,30.52
1337127848,4.889,8.17
1337135945,4.84,0.01
1337148911,4.9,0.69
1337149042,4.84,0.01
1337149108,4.80002,5
1337149108,4.80001,4.42
1337167443,4.89,0.1
1337178009,4.83,0.01
1337181743,4.83,27.99
1337184525,4.89999,5
1337184525,4.885,12
1337184525,4.89998,5
1337184629,4.89999,8.5
1337184665,4.89999,26.6
1337184690,4.9,66
1337184690,4.89999,5
1337185107,4.89999,1
1337188148,4.86,3
1337188148,4.83,20
1337188148,4.81001,67
1337188148,4.81001,3.81
1337188148,4.81,6.19
1337189880,4.81001,5
1337189883,4.81001,1.79
1337190717,4.89999,5
1337190751,4.9,2
1337190751,4.89999,5
1337190764,4.9,6
1337190794,4.9,16
1337190809,4.9,59.31
1337190809,4.9,13.94
1337190886,4.919,7
1337190938,4.919,3
1337192164,4.9,13.75
1337194231,4.90897,3.3
1337194319,4.90898,29.3
1337194355,4.909,41.45
1337194422,4.91,27
1337195025,4.917,32
1337195040,4.919,40
1337195106,4.93,20.32
1337195130,4.949,9.5
1337195144,4.96,19.65
1337195159,4.97,2
1337196304,4.81001,4.25
1337197779,4.969,10
1337198850,4.96599,2.13
1337199145,4.96599,117.97
1337199661,4.81001,2.08
1337204139,4.90001,1.5
1337206496,4.96557,2.85
1337206569,4.96557,11.51
1337206650,4.96558,4
1337206774,4.96557,5.2
1337210184,4.96558,1
1337210184,4.96558,29
1337210496,4.96557,10.44
1337210596,4.95,22.09
1337210743,4.96556,1.41
1337210807,4.96556,48.59
1337220562,4.91001,0.01
1337222055,4.92489,1.39
1337222056,4.9249,41.1
1337222187,4.86001,0.01
1337223291,4.864,0.01
1337223437,4.82009,7.36
1337223437,4.82009,15.03
1337225471,4.92,9.3
1337227020,4.91899,7.52
1337227323,4.91899,42.48
1337227416,4.82016,29.92
1337227416,4.82017,40
1337227416,4.82018,23.88
1337227416,4.864,0.01
1337227496,4.81,88.11
1337227496,4.81001,11.89
1337227656,4.81002,0.2
1337227726,4.81003,5.91
1337227752,4.81002,42.25
1337227754,4.81002,2.94
1337227775,4.81,5.7
1337234798,4.90979,26.05
1337234834,4.90979,12.95
1337234834,4.9098,7.05
1337234884,4.9098,6
1337234888,4.9098,6
1337234991,4.9098,2.5
1337235010,4.9098,0.2
1337235029,4.9098,0.1
1337258530,4.85,50
1337264242,4.85,43.56
1337264242,4.84999,6.44
1337266157,4.85,109.8
1337266157,4.84999,3.2
1337273543,4.85,50.14
1337274324,4.895,1.4
1337274578,4.895,11.84
1337279328,4.85001,1.03
1337286031,4.8999,4.07
1337286180,4.9098,9.08
1337286180,4.8999,2.13
1337286557,4.9098,50
1337286618,4.84999,14.31
1337286618,4.88,10
1337286618,4.85,65.72
1337286618,4.85001,10.97
1337286658,4.9098,40
1337287092,4.90979,1.59
1337287148,4.90979,1.56
1337287257,4.90979,15.85
1337287564,4.9098,81
1337288104,4.84999,2.41
1337288252,4.9,10.5
1337288289,4.9098,10
1337288357,4.9098,10
1337288385,4.9098,15
1337288408,4.9098,12
1337288445,4.9098,3.5
1337289371,4.9098,20.2
1337290481,4.81091,27.83
1337290995,4.81091,10
1337291296,4.81091,27.5
1337291359,4.81091,15
1337291386,4.81091,4
1337292194,4.81091,1
1337292518,4.81091,98
1337292761,4.81091,1
1337292992,4.81091,60.82
1337296181,4.81091,11.38
1337304429,4.8109,13
1337304545,4.8,10
1337304994,4.8,10.35
1337305028,4.7709,10
1337305696,4.76,10.3
1337305767,4.75,13
1337309936,4.75,5.5
1337318315,4.7999,20.59
1337318814,4.76,10
1337318828,4.75,50
1337318855,4.721,9
1337318900,4.72,21
1337318900,4.72,40
1337318920,4.71002,90
1337318920,4.71002,10
1337318940,4.71002,9
1337318984,4.71001,62
1337319016,4.71,1.75
1337319088,4.70002,18.05
1337319110,4.70001,100
1337319126,4.7,167
1337319170,4.7,0.16
1337343012,4.71,53.23
1337346149,4.71,71
1337346186,4.71,0.85
1337347539,4.71,124.92
1337357000,4.87999,9.83
1337357929,4.88,37.28
1337357929,4.87999,22.72
1337358069,4.87999,11.3
1337358420,4.87999,5.11
1337358437,4.87999,0.5
1337358466,4.87999,8.7
1337361108,4.76001,25.35
1337361227,4.76001,12.6
1337361228,4.76,84
1337361337,4.75001,6.28
1337361337,4.75,33.72
1337361392,4.75001,3.12
1337361392,4.75,16.28
1337361399,4.75,1.55
1337361426,4.73,8
1337361521,4.7,2.4
1337361561,4.7,0.09
1337363640,4.875,7.95
1337363671,4.87999,9
1337363709,4.87999,2.3
1337363727,4.87999,10
1337363746,4.87998,10
1337363759,4.87,10
1337363782,4.87,9
1337363812,4.87,3
1337363828,4.87,0.2
1337364151,4.87,50
1337364591,4.86999,15.23
1337365425,4.87,24.5
1337368214,4.83,50
1337371075,4.86887,12.72
1337372811,4.86887,5
1337376857,4.85,9.95
1337376917,4.87997,19.24
1337376917,4.87996,5.64
1337376917,4.85,0.12
1337376940,4.87995,0.8
1337378084,4.79,6
1337378084,4.79001,25.89
1337378199,4.78,25.62
1337378214,4.78,21.25
1337379021,4.78,103.85
1337380495,4.71,8.96
1337380939,4.71,1.3
1337381727,4.71,8
1337385977,4.71,0.24
1337393025,4.78,6.95
1337393083,4.86,7.95
1337393083,4.85999,28.15
1337393083,4.897,9.5
1337393083,4.898,2.07
1337393083,4.87998,48
1337393083,4.89,18.39
1337393083,4.87997,19.91
1337393083,4.875,0.27
1337393083,4.899,20
1337393083,4.9,7
1337393083,4.9,23.76
1337393131,4.89999,1.57
1337447925,4.89999,13.2
1337448034,4.9,0.1
1337448315,4.89999,37
1337448324,4.89999,0.3
1337448911,4.89999,6.41
1337448967,4.9,3.63
1337448967,4.89999,3.19
1337450197,4.89999,1.58
1337450274,4.9,7.17
1337450274,4.9,6.93
1337452596,4.9,22.07
1337453188,4.89999,55.84
1337456943,4.9,30
1337456965,4.9,17
1337456968,4.9,1
1337457014,4.9,9.29
1337462717,4.91,2.54
1337462760,4.91,2.54
1337462765,4.91,2.54
1337462770,4.91,2.54
1337462785,4.91,2.54
1337462799,4.91,2.54
1337462812,4.91,2.54
1337462825,4.91,2.54
1337462838,4.91,2.54
1337462849,4.91,2.54
1337462860,4.91,2.54
1337463583,4.91,6.52
1337467943,4.91,1.02
1337474273,4.91,2.54
1337480496,4.91,11.98
1337482984,4.91,1.02
1337487607,4.92,10.1
1337489500,4.91,7.17
1337489537,4.9,14
1337489570,4.9,36
1337489590,4.9,50
1337489614,4.9,23
1337493354,4.92,2.6
1337493379,4.93998,4.97
1337493398,4.93999,1
1337493423,4.94,3.41
1337493490,4.94,0.1
1337502486,4.9,19.71
1337504327,4.89999,30
1337511236,4.94,8
1337535539,4.9,25.71
1337535779,4.94,61
1337546507,4.94,56
1337550386,4.94,0.7
1337551722,4.92,10
1337552646,4.92,2.54
1337552663,4.92,2.54
1337552680,4.92,2.54
1337552697,4.92,2.54
1337552714,4.92,2.54
1337552732,4.92,1.36
1337562590,4.92,1.49
1337568387,4.92,24.45
1337568387,4.92,5.22
1337571760,4.93999,0.25
1337572256,4.92,15.3
1337572580,4.92,7.62
1337582970,4.92,35.5
1337582970,4.92,52.85
1337586638,4.89999,6
1337608430,4.89999,29.68
1337609538,4.89999,16.9
1337611222,4.76007,27.89
1337611252,4.76006,10
1337611266,4.76006,7.3
1337611276,4.76006,13.86
1337611292,4.76005,43.5
1337611310,4.76001,9.11
1337611310,4.76002,6.89
1337611326,4.76002,0.41
1337650309,4.78101,1.02
1337654927,4.78001,2.69
1337654951,4.78001,1.34
1337654977,4.78001,0.2
1337657007,4.89799,30.44
1337657823,4.78002,1.12
1337657851,4.78002,10.4
1337657879,4.78002,10.37
1337657913,4.78001,10.4
1337657937,4.78001,5.15
1337657937,4.78,2.85
1337657965,4.78,5.15
1337657965,4.78001,2.56
1337658015,4.7702,3.72
1337658015,4.77021,1.28
1337658037,4.7702,1
1337658062,4.7702,0.98
1337659216,4.7702,5.5
1337664125,4.80001,1.24
1337664215,4.80001,2.5
1337664265,4.8,4.79
1337668427,4.8,30
1337668445,4.8,0.51
1337683510,4.89,41
1337683510,4.89,10
1337683684,4.89799,1.65
1337686920,4.77091,4.63
1337686920,4.8,14.7
1337686920,4.80001,1.67
1337695168,4.77091,13.78
1337695189,4.7702,7.5
1337695222,4.75,80
1337695240,4.75,19
1337695274,4.75,0.55
1337702805,4.88499,35.14
1337702847,4.885,6
1337702989,4.885,0.79
1337702989,4.885,24.5
1337702995,4.89,8.5
1337702995,4.898,43
1337702995,4.88499,9.42
1337702995,4.88998,20
1337702995,4.9,8.21
1337703080,4.91,7
1337703140,4.91995,65
1337703160,4.915,4
1337703191,4.915,1.4
1337703439,4.79091,9.44
1337703638,4.91499,4.73
1337703666,4.91499,2.35
1337703746,4.91499,12.92
1337711777,4.83998,2.22
1337712127,4.84,2.07
1337712257,4.83999,0.31
1337712285,4.83998,30
1337712335,4.83998,1.74
1337713218,4.84,41
1337715533,4.84,50
1337715811,4.84,2.5
1337716458,4.84,2.1
1337717989,4.84,2.04
1337718008,4.84989,2.32
1337718025,4.8499,10
1337719600,4.8499,0.5
1337719790,4.8499,4
1337720103,4.8499,10
1337720120,4.8499,10
1337720129,4.8499,15
1337720141,4.8499,15
1337720219,4.8499,15
1337720234,4.8499,15
1337720252,4.8499,5.5
1337720393,4.899,2
1337720412,4.899,0.5
1337721938,4.898,0.83
1337721989,4.899,10
1337723272,4.899,18.5
1337732002,4.89,67
1337732322,4.89,5
1337732363,4.89,0.5
1337732867,4.89,4.5
1337738126,4.83998,8.35
1337739609,4.89,14.06
1337740897,4.89,39.94
1337761837,4.83998,0.4
1337786593,4.899,0.43
1337787681,4.899,68.57
1337788229,4.92,2.54
1337788229,4.92,2.54
1337788229,4.92,2.54
1337788229,4.92,2.54
1337788229,4.91999,10
1337788229,4.91998,2.54
1337788229,4.915,6.6
1337788229,4.92,2.54
1337788229,4.92,0.72
1337788519,4.92,2.54
1337788519,4.92,1.82
1337788520,4.92,2.54
1337788520,4.92,2.54
1337789396,4.92,11.18
1337790395,4.89,45
1337791481,4.89,5
1337792784,4.89,17
1337792936,4.92,5
1337793054,4.83998,2.49
1337793218,4.92,3.8
1337793237,4.93,4.23
1337793263,4.939,4
1337793282,4.939,6
1337793297,4.939,4.84
1337793327,4.9391,5
1337795151,4.93,10
1337795151,4.9391,56
1337795663,4.9391,39
1337796402,4.94,40.5
1337796543,4.94,2.54
1337796543,4.94,1.13
1337796543,4.94,28.29
1337796543,4.94,2.54
1337796791,4.9391,69
1337797781,4.94,0.7
1337798297,4.9391,68
1337799169,4.9391,0.5
1337800823,4.94,2.54
1337800823,4.95,6
1337800823,4.94,0.71
1337800823,4.94,2.54
1337800823,4.95,11
1337800823,4.95,13
1337800823,4.95,2.54
1337800824,4.95,2.54
1337800824,4.95,2.54
1337800824,4.95,2.54
1337800824,4.95,2.54
1337800824,4.95,2.54
1337800824,4.95,2.54
1337800824,4.95,2.54
1337800824,4.95,2.54
1337800824,4.95,1.35
1337802347,4.95,2.54
1337802347,4.95,1.19
1337802554,4.95,11.27
1337802721,4.9009,10
1337803157,4.9009,9.88
1337803275,4.969,4.13
1337803567,4.969,5.87
1337805642,4.95,2.29
1337806413,4.96,2.8
1337806518,4.96999,37
1337806772,4.9,10
1337806802,4.87091,7.7
1337811499,4.96498,3
1337811499,4.96499,2.31
1337811563,4.96499,5.34
1337811926,4.96499,2.1
1337813294,4.96899,0.48
1337813427,4.96499,7.27
1337818392,4.91,67
1337818392,4.9,50
1337820838,4.9,16
1337824750,4.9,67
1337829141,4.95,20.5
1337830880,4.95,3
1337830922,4.95,2
1337836598,4.90001,23.04
1337836598,4.90002,41
1337836599,4.9,35.96
1337851731,4.94996,7.61
1337853336,4.94996,5.09
1337853336,4.94997,45.59
1337861016,4.95,15.5
1337861016,4.94995,96.68
1337861016,4.94997,64.81
1337861016,4.94994,3.4
1337865181,4.95,9.57
1337865613,4.95,7.7
1337867234,4.95,20
1337867681,4.95,10.8
1337867708,4.95,30
1337868781,4.95,28
1337873261,4.95,3.83
1337875007,4.95,9.71
1337875072,4.95,2.22
1337875353,4.95998,11.11
1337875804,4.96999,6.83
1337875840,4.97,8
1337875840,4.97,2
1337875881,4.97,2
1337875881,4.973,2.54
1337875882,4.973,2.54
1337875882,4.973,2.54
1337875882,4.974,180.38
1337876093,4.974,3
1337876411,4.974,12.15
1337876443,4.9601,4.6
1337876886,4.95009,11.1
1337876952,4.95,1
1337877254,4.95,4.94
1337877981,4.95,1.02
1337886281,4.9601,2.46
1337886671,4.9601,12.75
1337887309,4.974,109.01
1337889058,4.999,4.72
1337889812,4.999,5.28
1337889822,4.999,2.54
1337889834,4.99999,2.54
1337889834,4.99999,8.57
1337889854,4.99999,2.54
1337889885,5,80
1337890845,4.9601,9.64
1337891529,4.9601,99.71
1337893994,5,21.96
1337894017,4.96,6
1337894608,5,31.12
1337896336,4.973,34.07
1337898063,4.975,10
1337898117,4.975,7.75
1337898243,4.975,4
1337900368,4.975,13
1337904407,4.98,10
1337904407,4.99,4
1337904407,5,22.15
1337906063,5,4
1337911995,5,40
1337920027,5,50
1337920302,5,1
1337920380,5,0.75
1337920616,5,89.5
1337921423,5,11.82
1337921423,5,10
1337921423,5,200
1337921423,5,1.32
1337921423,5,159.52
1337921489,5.1,50
1337921489,5.09,2
1337921489,5.09,4
1337921489,5.00999,21.97
1337921489,5.08,11
1337921552,5.13999,28
1337921552,5.15,20
1337921656,5.19,2
1337921656,5.21,5
1337921656,5.199,2.54
1337921656,5.2,51
1337921732,5.299,2.54
1337921732,5.3,0.2
1337921732,5.27,10
1337921732,5.29,2.22
1337921732,5.25,39
1337921732,5.24,11.5
1337921732,5.2298,5
1337921732,5.3,15
1337921732,5.3,22
1337921943,5.399,2.54
1337921943,5.4,10
1337921943,5.49,200
1337921943,5.48991,5.77
1337921943,5.5,30.82
1337921943,5.499,2.54
1337921943,5.5,1.33
1337922048,5.5,16
1337922836,5.47,837.65
1337922836,5.48,62.35
1337922859,5.48,8
1337922878,5.48,1
1337923867,5.48,53.65
1337923967,5.48,670.35
1337923998,5.48,0.65
1337924117,5.5,1
1337927154,5.495,3
1337932659,5.5,10
1337941864,5.03,2.54
1337946007,5.03,3.46
1337946395,5.39999,6.55
1337946395,5.35,3.45
1337946606,5.39999,36.93
1337950813,5.06001,13.25
1337951777,5.06,6
1337951788,5.06,8
1337951927,5.06,2.1
1337954386,5.06,11
1337954547,5.06,23.5
1337958798,5.0509,0.1
1337959295,5.06,50
1337959510,5.0509,0.1
1337960353,5.06,4.4
1337960462,5.06,5.1
1337960539,5.0509,9.4
1337960539,5.04009,18
1337960587,5.02,1
1337960915,5.09001,85
1337961010,5.02001,0.1
1337961739,5.19999,13
1337962244,5.02001,0.91
1337966353,5.18498,2.54
1337966361,5.18498,16.67
1337966361,5.02001,20.54
1337966457,5.18499,1
1337966457,5.19,1.46
1337966641,5.34999,23.7
1337967546,5.34999,12.3
1337967640,5.04001,2.54
1337971596,5.33999,2.86
1337971637,5.34,1.6
1337971661,5.349,20
1337971680,5.3499,28
1337971707,5.3499,3
1337971765,5.3499,0.48
1337972243,5.33999,2.54
1337972291,5.33999,5
1337972325,5.33999,2.6
1337972373,5.33999,39.86
1337972529,5.38,48.46
1337972529,5.3799,2.54
1337973564,5.3799,2.54
1337974571,5.3799,16.16
1337976427,5.37989,20
1337976444,5.3799,5
1337976460,5.3799,0.6
1337976484,5.3799,0.2
1337976552,5.3799,4.2
1337976592,5.38,9.54
1337976624,5.398,15
1337976663,5.398,0.5
1337976689,5.398,0.2
1337976726,5.38,0.46
1337977211,5.21,2.25
1337977243,5.21,0.3
1337977551,5.35,7
1337977554,5.35,14.53
1337977554,5.11002,27.89
1337978239,5.09001,2.54
1337978262,5.09001,2.54
1337978273,5.09001,2.54
1337978303,5.09001,2.54
1337979122,5.2,8
1337979395,5.08701,2.54
1337979411,5.08701,2.54
1337979432,5.08701,2.54
1337979450,5.08701,2.54
1337980584,5.09502,2.07
